Road_Type,Weather,Traffic_Density,Speed_Limit,Bike_Speed,Accident_Severity
Highway,Foggy,6.0,80.0,107.0,Severe Accident
Highway,Rainy,1.0,80.0,89.0,Severe Accident
Highway,Clear,5.0,80.0,118.0,Severe Accident
Highway,Clear,6.0,80.0,89.0,Severe Accident
Highway,Foggy,3.0,80.0,114.0,Severe Accident
Highway,Rainy,8.0,80.0,107.0,Severe Accident
Highway,Clear,6.0,80.0,95.0,Severe Accident
Highway,Clear,3.0,80.0,108.0,Severe Accident
Highway,Foggy,5.0,80.0,109.0,Severe Accident
Highway,Rainy,8.0,80.0,112.0,Severe Accident
Highway,Clear,4.0,80.0,103.0,Severe Accident
Highway,Clear,6.0,80.0,96.0,Severe Accident
Highway,Foggy,6.0,80.0,118.0,Severe Accident
Highway,Rainy,3.0,80.0,101.0,Severe Accident
Highway,Clear,7.0,80.0,100.0,Severe Accident
Highway,Clear,7.0,80.0,100.0,Severe Accident
Highway,Foggy,8.0,80.0,108.0,Severe Accident
Highway,Rainy,6.0,80.0,98.0,Severe Accident
Highway,Clear,7.0,80.0,95.0,Severe Accident
Highway,Clear,7.0,80.0,110.0,Severe Accident
Highway,Foggy,5.0,80.0,114.0,Severe Accident
Highway,Rainy,4.0,80.0,116.0,Severe Accident
Highway,Clear,4.0,80.0,104.0,Severe Accident
Highway,Clear,6.0,80.0,119.0,Severe Accident
Highway,Foggy,3.0,80.0,104.0,Severe Accident
Highway,Rainy,4.0,80.0,93.0,Severe Accident
Highway,Clear,4.0,80.0,106.0,Severe Accident
Highway,Clear,7.0,80.0,114.0,Severe Accident
Highway,Foggy,6.0,80.0,108.0,Severe Accident
Highway,Rainy,2.0,80.0,98.0,Severe Accident
Highway,Clear,1.0,80.0,111.0,Severe Accident
Highway,Clear,7.0,80.0,100.0,Severe Accident
Highway,Foggy,5.0,80.0,113.0,Severe Accident
Highway,Rainy,5.0,80.0,85.0,Severe Accident
Highway,Clear,1.0,80.0,90.0,Severe Accident
Highway,Clear,7.0,80.0,85.0,Severe Accident
Highway,Foggy,2.0,80.0,110.0,Severe Accident
Highway,Rainy,1.0,80.0,107.0,Severe Accident
Highway,Clear,6.0,80.0,106.0,Severe Accident
Highway,Clear,3.0,80.0,100.0,Severe Accident
Highway,Foggy,3.0,80.0,100.0,Severe Accident
Highway,Rainy,7.0,80.0,109.0,Severe Accident
Highway,Clear,3.0,80.0,102.0,Severe Accident
Highway,Clear,6.0,80.0,115.0,Severe Accident
Highway,Foggy,2.0,80.0,87.0,Severe Accident
Highway,Rainy,4.0,80.0,91.0,Severe Accident
Highway,Clear,7.0,80.0,88.0,Severe Accident
Highway,Clear,1.0,80.0,111.0,Severe Accident
Highway,Foggy,3.0,80.0,103.0,Severe Accident
Highway,Rainy,5.0,80.0,119.0,Severe Accident
Highway,Clear,2.0,80.0,85.0,Severe Accident
Highway,Clear,2.0,80.0,95.0,Severe Accident
Highway,Foggy,7.0,80.0,86.0,Severe Accident
Highway,Rainy,4.0,80.0,100.0,Severe Accident
Highway,Clear,3.0,80.0,107.0,Severe Accident
Highway,Clear,6.0,80.0,86.0,Severe Accident
Highway,Foggy,1.0,80.0,110.0,Severe Accident
Highway,Rainy,2.0,80.0,106.0,Severe Accident
Highway,Clear,2.0,80.0,119.0,Severe Accident
Highway,Clear,8.0,80.0,111.0,Severe Accident
Highway,Foggy,5.0,80.0,107.0,Severe Accident
Highway,Rainy,1.0,80.0,108.0,Severe Accident
Highway,Clear,6.0,80.0,87.0,Severe Accident
Highway,Clear,6.0,80.0,104.0,Severe Accident
Highway,Foggy,6.0,80.0,85.0,Severe Accident
Highway,Rainy,2.0,80.0,111.0,Severe Accident
Highway,Clear,5.0,80.0,90.0,Severe Accident
Highway,Clear,4.0,80.0,99.0,Severe Accident
Highway,Foggy,6.0,80.0,115.0,Severe Accident
Highway,Rainy,7.0,80.0,97.0,Severe Accident
Highway,Clear,4.0,80.0,112.0,Severe Accident
Highway,Clear,3.0,80.0,98.0,Severe Accident
Highway,Foggy,3.0,80.0,89.0,Severe Accident
Highway,Rainy,2.0,80.0,102.0,Severe Accident
Highway,Clear,8.0,80.0,118.0,Severe Accident
Highway,Clear,6.0,80.0,111.0,Severe Accident
Highway,Foggy,8.0,80.0,103.0,Severe Accident
Highway,Rainy,6.0,80.0,95.0,Severe Accident
Highway,Clear,1.0,80.0,88.0,Severe Accident
Highway,Clear,8.0,80.0,104.0,Severe Accident
Highway,Foggy,1.0,80.0,106.0,Severe Accident
Highway,Rainy,5.0,80.0,106.0,Severe Accident
Highway,Clear,3.0,80.0,95.0,Severe Accident
Highway,Clear,5.0,80.0,99.0,Severe Accident
Highway,Foggy,5.0,80.0,112.0,Severe Accident
Highway,Rainy,3.0,80.0,113.0,Severe Accident
Highway,Clear,4.0,80.0,118.0,Severe Accident
Highway,Clear,7.0,80.0,108.0,Severe Accident
Highway,Foggy,4.0,80.0,115.0,Severe Accident
Highway,Rainy,2.0,80.0,107.0,Severe Accident
Highway,Clear,7.0,80.0,118.0,Severe Accident
Highway,Clear,4.0,80.0,99.0,Severe Accident
Highway,Foggy,4.0,80.0,105.0,Severe Accident
Highway,Rainy,1.0,80.0,89.0,Severe Accident
Highway,Clear,6.0,80.0,100.0,Severe Accident
Highway,Clear,5.0,80.0,110.0,Severe Accident
Highway,Foggy,4.0,80.0,100.0,Severe Accident
Highway,Rainy,6.0,80.0,86.0,Severe Accident
Highway,Clear,6.0,80.0,91.0,Severe Accident
Highway,Clear,1.0,80.0,111.0,Severe Accident
Highway,Foggy,4.0,80.0,113.0,Severe Accident
Highway,Rainy,7.0,80.0,108.0,Severe Accident
Highway,Clear,2.0,80.0,89.0,Severe Accident
Highway,Clear,7.0,80.0,109.0,Severe Accident
Highway,Foggy,2.0,80.0,106.0,Severe Accident
Highway,Rainy,5.0,80.0,120.0,Severe Accident
Highway,Clear,5.0,80.0,111.0,Severe Accident
Highway,Clear,1.0,80.0,118.0,Severe Accident
Highway,Foggy,2.0,80.0,117.0,Severe Accident
Highway,Rainy,1.0,80.0,94.0,Severe Accident
Highway,Clear,4.0,80.0,104.0,Severe Accident
Highway,Clear,1.0,80.0,85.0,Severe Accident
Highway,Foggy,6.0,80.0,115.0,Severe Accident
Highway,Rainy,6.0,80.0,119.0,Severe Accident
Highway,Clear,1.0,80.0,92.0,Severe Accident
Highway,Clear,1.0,80.0,86.0,Severe Accident
Highway,Foggy,5.0,80.0,89.0,Severe Accident
Highway,Rainy,7.0,80.0,115.0,Severe Accident
Highway,Clear,7.0,80.0,89.0,Severe Accident
Highway,Clear,4.0,80.0,104.0,Severe Accident
Highway,Foggy,1.0,80.0,86.0,Severe Accident
Highway,Rainy,2.0,80.0,98.0,Severe Accident
Highway,Clear,8.0,80.0,87.0,Severe Accident
Highway,Clear,2.0,80.0,110.0,Severe Accident
Highway,Foggy,8.0,80.0,86.0,Severe Accident
Highway,Rainy,1.0,80.0,85.0,Severe Accident
Highway,Clear,8.0,80.0,120.0,Severe Accident
Highway,Clear,3.0,80.0,112.0,Severe Accident
Highway,Foggy,1.0,80.0,104.0,Severe Accident
Highway,Rainy,6.0,80.0,91.0,Severe Accident
Highway,Clear,6.0,80.0,117.0,Severe Accident
Highway,Clear,7.0,80.0,112.0,Severe Accident
Highway,Foggy,6.0,80.0,92.0,Severe Accident
Highway,Rainy,2.0,80.0,89.0,Severe Accident
Highway,Clear,3.0,80.0,93.0,Severe Accident
Highway,Clear,3.0,80.0,107.0,Severe Accident
Highway,Foggy,1.0,80.0,107.0,Severe Accident
Highway,Rainy,1.0,80.0,115.0,Severe Accident
Highway,Clear,4.0,80.0,109.0,Severe Accident
Highway,Clear,8.0,80.0,118.0,Severe Accident
Highway,Foggy,7.0,80.0,98.0,Severe Accident
Highway,Rainy,2.0,80.0,105.0,Severe Accident
Highway,Clear,8.0,80.0,95.0,Severe Accident
Highway,Clear,7.0,80.0,117.0,Severe Accident
Highway,Foggy,2.0,80.0,107.0,Severe Accident
Highway,Rainy,2.0,80.0,101.0,Severe Accident
Highway,Clear,8.0,80.0,108.0,Severe Accident
Highway,Clear,2.0,80.0,91.0,Severe Accident
Highway,Foggy,2.0,80.0,92.0,Severe Accident
Highway,Rainy,1.0,80.0,110.0,Severe Accident
Highway,Clear,8.0,80.0,91.0,Severe Accident
Highway,Clear,4.0,80.0,86.0,Severe Accident
Highway,Foggy,4.0,80.0,90.0,Severe Accident
Highway,Rainy,7.0,80.0,90.0,Severe Accident
Highway,Clear,1.0,80.0,85.0,Severe Accident
Highway,Clear,4.0,80.0,114.0,Severe Accident
Highway,Foggy,3.0,80.0,93.0,Severe Accident
Highway,Rainy,6.0,80.0,116.0,Severe Accident
Highway,Clear,4.0,80.0,105.0,Severe Accident
Highway,Clear,3.0,80.0,110.0,Severe Accident
Highway,Foggy,1.0,80.0,102.0,Severe Accident
Highway,Rainy,6.0,80.0,87.0,Severe Accident
Highway,Clear,1.0,80.0,99.0,Severe Accident
Highway,Clear,4.0,80.0,110.0,Severe Accident
Highway,Foggy,6.0,80.0,86.0,Severe Accident
Highway,Rainy,1.0,80.0,116.0,Severe Accident
Highway,Clear,6.0,80.0,113.0,Severe Accident
Highway,Clear,3.0,80.0,92.0,Severe Accident
Highway,Foggy,6.0,80.0,110.0,Severe Accident
Highway,Rainy,8.0,80.0,110.0,Severe Accident
Highway,Clear,3.0,80.0,99.0,Severe Accident
Highway,Clear,8.0,80.0,117.0,Severe Accident
Highway,Foggy,7.0,80.0,87.0,Severe Accident
Highway,Rainy,1.0,80.0,113.0,Severe Accident
Highway,Clear,2.0,80.0,91.0,Severe Accident
Highway,Clear,2.0,80.0,107.0,Severe Accident
Highway,Foggy,8.0,80.0,90.0,Severe Accident
Highway,Rainy,5.0,80.0,95.0,Severe Accident
Highway,Clear,5.0,80.0,108.0,Severe Accident
Highway,Clear,6.0,80.0,106.0,Severe Accident
Highway,Foggy,4.0,80.0,106.0,Severe Accident
Highway,Rainy,7.0,80.0,99.0,Severe Accident
Highway,Clear,5.0,80.0,91.0,Severe Accident
Highway,Clear,2.0,80.0,112.0,Severe Accident
Highway,Foggy,8.0,80.0,111.0,Severe Accident
Highway,Rainy,3.0,80.0,99.0,Severe Accident
Highway,Clear,5.0,80.0,87.0,Severe Accident
Highway,Clear,8.0,80.0,96.0,Severe Accident
Highway,Foggy,2.0,80.0,111.0,Severe Accident
Highway,Rainy,6.0,80.0,89.0,Severe Accident
Highway,Clear,6.0,80.0,98.0,Severe Accident
Highway,Clear,5.0,80.0,93.0,Severe Accident
Highway,Foggy,7.0,80.0,109.0,Severe Accident
Highway,Rainy,5.0,80.0,88.0,Severe Accident
Highway,Clear,1.0,80.0,108.0,Severe Accident
Highway,Clear,8.0,80.0,112.0,Severe Accident
Highway,Foggy,3.0,80.0,114.0,Severe Accident
Highway,Rainy,7.0,80.0,104.0,Severe Accident
Highway,Clear,5.0,80.0,119.0,Severe Accident
Highway,Clear,8.0,80.0,111.0,Severe Accident
Highway,Foggy,7.0,80.0,114.0,Severe Accident
Highway,Rainy,8.0,80.0,110.0,Severe Accident
Highway,Clear,1.0,80.0,100.0,Severe Accident
Highway,Clear,7.0,80.0,107.0,Severe Accident
Highway,Foggy,4.0,80.0,109.0,Severe Accident
Highway,Rainy,8.0,80.0,108.0,Severe Accident
Highway,Clear,3.0,80.0,91.0,Severe Accident
Highway,Clear,7.0,80.0,117.0,Severe Accident
Highway,Foggy,7.0,80.0,115.0,Severe Accident
Highway,Rainy,7.0,80.0,95.0,Severe Accident
Highway,Clear,4.0,80.0,100.0,Severe Accident
Highway,Clear,1.0,80.0,90.0,Severe Accident
Highway,Foggy,3.0,80.0,107.0,Severe Accident
Highway,Rainy,1.0,80.0,108.0,Severe Accident
Highway,Clear,7.0,80.0,120.0,Severe Accident
Highway,Clear,2.0,80.0,101.0,Severe Accident
Highway,Foggy,7.0,80.0,104.0,Severe Accident
Highway,Rainy,3.0,80.0,111.0,Severe Accident
Highway,Clear,5.0,80.0,91.0,Severe Accident
Highway,Clear,2.0,80.0,107.0,Severe Accident
Highway,Foggy,6.0,80.0,95.0,Severe Accident
Highway,Rainy,8.0,80.0,119.0,Severe Accident
Highway,Clear,5.0,80.0,93.0,Severe Accident
Highway,Clear,3.0,80.0,86.0,Severe Accident
Highway,Foggy,6.0,80.0,102.0,Severe Accident
Highway,Rainy,5.0,80.0,120.0,Severe Accident
Highway,Clear,2.0,80.0,103.0,Severe Accident
Highway,Clear,3.0,80.0,93.0,Severe Accident
Highway,Foggy,2.0,80.0,115.0,Severe Accident
Highway,Rainy,2.0,80.0,112.0,Severe Accident
Highway,Clear,1.0,80.0,91.0,Severe Accident
Highway,Clear,7.0,80.0,93.0,Severe Accident
Highway,Foggy,8.0,80.0,101.0,Severe Accident
Highway,Rainy,3.0,80.0,100.0,Severe Accident
Highway,Clear,3.0,80.0,92.0,Severe Accident
Highway,Clear,7.0,80.0,115.0,Severe Accident
Highway,Foggy,4.0,80.0,95.0,Severe Accident
Highway,Rainy,4.0,80.0,107.0,Severe Accident
Highway,Clear,1.0,80.0,104.0,Severe Accident
Highway,Clear,5.0,80.0,105.0,Severe Accident
Highway,Foggy,6.0,80.0,115.0,Severe Accident
Highway,Rainy,1.0,80.0,98.0,Severe Accident
Highway,Clear,1.0,80.0,87.0,Severe Accident
Highway,Clear,5.0,80.0,117.0,Severe Accident
Highway,Foggy,2.0,80.0,90.0,Severe Accident
Highway,Rainy,3.0,80.0,97.0,Severe Accident
Highway,Clear,3.0,80.0,100.0,Severe Accident
Highway,Clear,4.0,80.0,114.0,Severe Accident
Highway,Foggy,2.0,80.0,85.0,Severe Accident
Highway,Rainy,8.0,80.0,119.0,Severe Accident
Highway,Clear,8.0,80.0,98.0,Severe Accident
Highway,Clear,1.0,80.0,120.0,Severe Accident
Highway,Foggy,8.0,80.0,116.0,Severe Accident
Highway,Rainy,6.0,80.0,86.0,Severe Accident
Highway,Clear,6.0,80.0,108.0,Severe Accident
Highway,Clear,1.0,80.0,87.0,Severe Accident
Highway,Foggy,7.0,80.0,86.0,Severe Accident
Highway,Rainy,4.0,80.0,119.0,Severe Accident
Highway,Clear,3.0,80.0,95.0,Severe Accident
Highway,Clear,8.0,80.0,86.0,Severe Accident
Highway,Foggy,6.0,80.0,86.0,Severe Accident
Highway,Rainy,1.0,80.0,115.0,Severe Accident
Highway,Clear,3.0,80.0,106.0,Severe Accident
Highway,Clear,8.0,80.0,115.0,Severe Accident
Highway,Foggy,1.0,80.0,107.0,Severe Accident
Highway,Rainy,5.0,80.0,110.0,Severe Accident
Highway,Clear,5.0,80.0,99.0,Severe Accident
Highway,Clear,8.0,80.0,91.0,Severe Accident
Highway,Foggy,6.0,80.0,118.0,Severe Accident
Highway,Rainy,2.0,80.0,100.0,Severe Accident
Highway,Clear,6.0,80.0,98.0,Severe Accident
Highway,Clear,3.0,80.0,108.0,Severe Accident
Highway,Foggy,6.0,80.0,109.0,Severe Accident
Highway,Rainy,7.0,80.0,105.0,Severe Accident
Highway,Clear,6.0,80.0,98.0,Severe Accident
Highway,Clear,5.0,80.0,86.0,Severe Accident
Highway,Foggy,8.0,80.0,103.0,Severe Accident
Highway,Rainy,6.0,80.0,98.0,Severe Accident
Highway,Clear,5.0,80.0,91.0,Severe Accident
Highway,Clear,6.0,80.0,97.0,Severe Accident
Highway,Foggy,5.0,80.0,87.0,Severe Accident
Highway,Rainy,5.0,80.0,93.0,Severe Accident
Highway,Clear,1.0,80.0,97.0,Severe Accident
Highway,Clear,5.0,80.0,93.0,Severe Accident
Highway,Foggy,2.0,80.0,95.0,Severe Accident
Highway,Rainy,8.0,80.0,96.0,Severe Accident
Highway,Clear,4.0,80.0,100.0,Severe Accident
Highway,Clear,3.0,80.0,104.0,Severe Accident
Highway,Foggy,3.0,80.0,89.0,Severe Accident
Highway,Rainy,8.0,80.0,89.0,Severe Accident
Highway,Clear,8.0,80.0,107.0,Severe Accident
Highway,Clear,4.0,80.0,112.0,Severe Accident
Highway,Foggy,3.0,80.0,89.0,Severe Accident
Highway,Rainy,2.0,80.0,115.0,Severe Accident
Highway,Clear,4.0,80.0,105.0,Severe Accident
Highway,Clear,7.0,80.0,97.0,Severe Accident
Highway,Foggy,8.0,80.0,90.0,Severe Accident
Highway,Rainy,6.0,80.0,92.0,Severe Accident
Highway,Clear,7.0,80.0,109.0,Severe Accident
Highway,Clear,1.0,80.0,101.0,Severe Accident
Highway,Foggy,6.0,80.0,85.0,Severe Accident
Highway,Rainy,2.0,80.0,89.0,Severe Accident
Highway,Clear,2.0,80.0,90.0,Severe Accident
Highway,Clear,6.0,80.0,118.0,Severe Accident
Highway,Foggy,4.0,80.0,111.0,Severe Accident
Highway,Rainy,1.0,80.0,86.0,Severe Accident
Highway,Clear,6.0,80.0,111.0,Severe Accident
Highway,Clear,8.0,80.0,112.0,Severe Accident
Highway,Foggy,8.0,80.0,110.0,Severe Accident
Highway,Rainy,7.0,80.0,92.0,Severe Accident
Highway,Clear,2.0,80.0,91.0,Severe Accident
Highway,Clear,6.0,80.0,107.0,Severe Accident
Highway,Foggy,6.0,80.0,91.0,Severe Accident
Highway,Rainy,6.0,80.0,112.0,Severe Accident
Highway,Clear,1.0,80.0,120.0,Severe Accident
Highway,Clear,7.0,80.0,97.0,Severe Accident
Highway,Foggy,8.0,80.0,96.0,Severe Accident
Highway,Rainy,8.0,80.0,94.0,Severe Accident
Highway,Clear,3.0,80.0,97.0,Severe Accident
Highway,Clear,8.0,80.0,120.0,Severe Accident
Highway,Foggy,6.0,80.0,105.0,Severe Accident
Highway,Rainy,6.0,80.0,119.0,Severe Accident
Highway,Clear,5.0,80.0,101.0,Severe Accident
Highway,Clear,3.0,80.0,101.0,Severe Accident
Highway,Foggy,1.0,80.0,88.0,Severe Accident
Highway,Rainy,8.0,80.0,88.0,Severe Accident
Highway,Clear,8.0,80.0,103.0,Severe Accident
Highway,Clear,5.0,80.0,87.0,Severe Accident
Highway,Foggy,6.0,80.0,89.0,Severe Accident
Highway,Rainy,7.0,80.0,93.0,Severe Accident
Highway,Clear,3.0,80.0,87.0,Severe Accident
Highway,Clear,2.0,80.0,97.0,Severe Accident
Highway,Foggy,3.0,80.0,118.0,Severe Accident
Highway,Rainy,8.0,80.0,113.0,Severe Accident
Highway,Clear,1.0,80.0,87.0,Severe Accident
Highway,Clear,1.0,80.0,92.0,Severe Accident
Highway,Foggy,7.0,80.0,119.0,Severe Accident
Highway,Rainy,8.0,80.0,113.0,Severe Accident
Highway,Clear,2.0,80.0,92.0,Severe Accident
Highway,Clear,2.0,80.0,107.0,Severe Accident
Highway,Foggy,4.0,80.0,97.0,Severe Accident
Highway,Rainy,6.0,80.0,96.0,Severe Accident
Highway,Clear,1.0,80.0,114.0,Severe Accident
Highway,Clear,4.0,80.0,117.0,Severe Accident
Highway,Foggy,1.0,80.0,115.0,Severe Accident
Highway,Rainy,6.0,80.0,91.0,Severe Accident
Highway,Clear,8.0,80.0,108.0,Severe Accident
Highway,Clear,1.0,80.0,98.0,Severe Accident
Highway,Foggy,5.0,80.0,119.0,Severe Accident
Highway,Rainy,2.0,80.0,88.0,Severe Accident
Highway,Clear,5.0,80.0,104.0,Severe Accident
Highway,Clear,2.0,80.0,94.0,Severe Accident
Highway,Foggy,1.0,80.0,106.0,Severe Accident
Highway,Rainy,4.0,80.0,115.0,Severe Accident
Highway,Clear,8.0,80.0,104.0,Severe Accident
Highway,Clear,1.0,80.0,104.0,Severe Accident
Highway,Foggy,8.0,80.0,92.0,Severe Accident
Highway,Rainy,4.0,80.0,105.0,Severe Accident
Highway,Clear,3.0,80.0,86.0,Severe Accident
Highway,Clear,1.0,80.0,108.0,Severe Accident
Highway,Foggy,6.0,80.0,118.0,Severe Accident
Highway,Rainy,8.0,80.0,109.0,Severe Accident
Highway,Clear,1.0,80.0,86.0,Severe Accident
Highway,Clear,3.0,80.0,109.0,Severe Accident
Highway,Foggy,1.0,80.0,94.0,Severe Accident
Highway,Rainy,3.0,80.0,91.0,Severe Accident
Highway,Clear,5.0,80.0,103.0,Severe Accident
Highway,Clear,5.0,80.0,114.0,Severe Accident
Highway,Foggy,1.0,80.0,109.0,Severe Accident
Highway,Rainy,5.0,80.0,101.0,Severe Accident
Highway,Clear,8.0,80.0,113.0,Severe Accident
Highway,Clear,2.0,80.0,85.0,Severe Accident
Highway,Foggy,2.0,80.0,97.0,Severe Accident
Highway,Rainy,1.0,80.0,105.0,Severe Accident
Highway,Clear,2.0,80.0,93.0,Severe Accident
Highway,Clear,3.0,80.0,94.0,Severe Accident
Highway,Foggy,5.0,80.0,93.0,Severe Accident
Highway,Rainy,4.0,80.0,94.0,Severe Accident
Highway,Clear,4.0,80.0,107.0,Severe Accident
Highway,Clear,7.0,80.0,110.0,Severe Accident
Highway,Foggy,7.0,80.0,101.0,Severe Accident
Highway,Rainy,8.0,80.0,118.0,Severe Accident
Highway,Clear,3.0,80.0,102.0,Severe Accident
Highway,Clear,4.0,80.0,113.0,Severe Accident
Highway,Foggy,2.0,80.0,119.0,Severe Accident
Highway,Rainy,3.0,80.0,120.0,Severe Accident
Highway,Clear,8.0,80.0,111.0,Severe Accident
Highway,Clear,5.0,80.0,108.0,Severe Accident
Highway,Foggy,1.0,80.0,111.0,Severe Accident
Highway,Rainy,6.0,80.0,92.0,Severe Accident
Highway,Clear,2.0,80.0,106.0,Severe Accident
Highway,Clear,6.0,80.0,85.0,Severe Accident
Highway,Foggy,7.0,80.0,108.0,Severe Accident
Highway,Rainy,1.0,80.0,106.0,Severe Accident
Highway,Clear,8.0,80.0,101.0,Severe Accident
Highway,Clear,6.0,80.0,94.0,Severe Accident
Highway,Foggy,3.0,80.0,93.0,Severe Accident
Highway,Rainy,4.0,80.0,105.0,Severe Accident
Highway,Clear,6.0,80.0,112.0,Severe Accident
Highway,Clear,2.0,80.0,98.0,Severe Accident
Highway,Foggy,6.0,80.0,106.0,Severe Accident
Highway,Rainy,7.0,80.0,108.0,Severe Accident
Highway,Clear,5.0,80.0,88.0,Severe Accident
Highway,Clear,2.0,80.0,101.0,Severe Accident
Highway,Foggy,7.0,80.0,115.0,Severe Accident
Highway,Rainy,2.0,80.0,87.0,Severe Accident
Highway,Clear,7.0,80.0,115.0,Severe Accident
Highway,Clear,8.0,80.0,87.0,Severe Accident
Highway,Foggy,5.0,80.0,109.0,Severe Accident
Highway,Rainy,7.0,80.0,97.0,Severe Accident
Highway,Clear,8.0,80.0,99.0,Severe Accident
Highway,Clear,1.0,80.0,87.0,Severe Accident
Highway,Foggy,6.0,80.0,85.0,Severe Accident
Highway,Rainy,2.0,80.0,102.0,Severe Accident
Highway,Clear,6.0,80.0,103.0,Severe Accident
Highway,Clear,4.0,80.0,116.0,Severe Accident
Highway,Foggy,4.0,80.0,106.0,Severe Accident
City Road,Rainy,6.0,60.0,86.0,Severe Accident
City Road,Clear,8.0,60.0,95.0,Severe Accident
City Road,Clear,3.0,60.0,85.0,Severe Accident
City Road,Foggy,5.0,60.0,72.0,Severe Accident
City Road,Rainy,4.0,60.0,82.0,Severe Accident
City Road,Clear,6.0,60.0,73.0,Severe Accident
City Road,Clear,3.0,60.0,99.0,Severe Accident
City Road,Foggy,8.0,60.0,71.0,Severe Accident
City Road,Rainy,7.0,60.0,70.0,Severe Accident
City Road,Clear,6.0,60.0,82.0,Severe Accident
City Road,Clear,6.0,60.0,90.0,Severe Accident
City Road,Foggy,6.0,60.0,75.0,Severe Accident
City Road,Rainy,1.0,60.0,100.0,Severe Accident
City Road,Clear,3.0,60.0,99.0,Severe Accident
City Road,Clear,3.0,60.0,95.0,Severe Accident
City Road,Foggy,4.0,60.0,78.0,Severe Accident
City Road,Rainy,3.0,60.0,78.0,Severe Accident
City Road,Clear,6.0,60.0,90.0,Severe Accident
City Road,Clear,5.0,60.0,84.0,Severe Accident
City Road,Foggy,1.0,60.0,65.0,Severe Accident
City Road,Rainy,4.0,60.0,88.0,Severe Accident
City Road,Clear,2.0,60.0,79.0,Severe Accident
City Road,Clear,4.0,60.0,84.0,Severe Accident
City Road,Foggy,8.0,60.0,81.0,Severe Accident
City Road,Rainy,1.0,60.0,67.0,Severe Accident
City Road,Clear,5.0,60.0,100.0,Severe Accident
City Road,Clear,3.0,60.0,97.0,Severe Accident
City Road,Foggy,5.0,60.0,88.0,Severe Accident
City Road,Rainy,8.0,60.0,85.0,Severe Accident
City Road,Clear,8.0,60.0,70.0,Severe Accident
City Road,Clear,4.0,60.0,94.0,Severe Accident
City Road,Foggy,1.0,60.0,74.0,Severe Accident
City Road,Rainy,8.0,60.0,91.0,Severe Accident
City Road,Clear,2.0,60.0,84.0,Severe Accident
City Road,Clear,1.0,60.0,94.0,Severe Accident
City Road,Foggy,4.0,60.0,81.0,Severe Accident
City Road,Rainy,6.0,60.0,70.0,Severe Accident
City Road,Clear,6.0,60.0,85.0,Severe Accident
City Road,Clear,5.0,60.0,84.0,Severe Accident
City Road,Foggy,1.0,60.0,81.0,Severe Accident
City Road,Rainy,5.0,60.0,66.0,Severe Accident
City Road,Clear,1.0,60.0,93.0,Severe Accident
City Road,Clear,5.0,60.0,87.0,Severe Accident
City Road,Foggy,7.0,60.0,79.0,Severe Accident
City Road,Rainy,5.0,60.0,74.0,Severe Accident
City Road,Clear,6.0,60.0,94.0,Severe Accident
City Road,Clear,3.0,60.0,96.0,Severe Accident
City Road,Foggy,3.0,60.0,86.0,Severe Accident
City Road,Rainy,7.0,60.0,93.0,Severe Accident
City Road,Clear,7.0,60.0,96.0,Severe Accident
City Road,Clear,4.0,60.0,92.0,Severe Accident
City Road,Foggy,1.0,60.0,96.0,Severe Accident
City Road,Rainy,7.0,60.0,99.0,Severe Accident
City Road,Clear,5.0,60.0,65.0,Severe Accident
